video_id,title,published_at,views,likes,comments,tags,duration_seconds
BGBXnNvWdQ4,Solving LeetCode SQL Interview Questions | Part 1/3,2020-11-10T15:02:50Z,27057,690,66,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Leetcode', 'Leetcode for data analysts', 'Leetcode for data analyst', 'Leetcode for Data Scientist', 'LeetCode for Data Science', 'Leetcode for interviews', 'Leetcode for interview questions', 'Leetcode for interview prep', 'SQL Leetcode', 'Leetcode for SQL', 'Database leetcode questions', 'SQL Leetcode questions', 'SQL Leetcode problems', 'Solving Leetcode problems', 'Solving leetcode questions sql']",1633
PurMLMKNX0I,What is Analytics Consulting? With John Ariansen | Alex The Analyst Show | Episode 9,2020-11-05T15:43:17Z,13812,393,118,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Analytics Consulting', 'John Ariansen', 'How to get an analytics job', 'Free Lance Analytics', 'Freelance data Analytics', 'Freelance consulting', 'Data Analytics Consulting', 'Running an analytics company', 'Starting an Analytics Company']",3236
pvxNYyJuiqA,Data Analyst Skills Path | What Skills You NEED to Know,2020-11-03T15:13:12Z,77811,3603,271,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst Skills Path', 'Data Analyst Skills', 'Top Data Analyst Skills', 'Best Data Analyst Skills', 'Skills needed to become an analyst', 'Skills to become a data analyst', 'Skills needed to become a data analyst', 'top skills for an analyst', 'Data Analyst Skillset', 'Most important data analyst skills']",286
rZpfNh28nFI,Data Analyst Q&A LIVE #4,2020-10-30T15:13:53Z,3547,104,25,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics']",4151
brxnKIy6Cek,Asking My Wife Your Questions About Me | Alex The Analyst Show | Episode 8,2020-10-27T16:06:53Z,14458,564,223,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Alex the analyst wife', 'Wife of alex the analyst', 'relationships in tech', 'data analyst work life balance', 'data analyst stress level', 'can data analysts get married']",1775
ySq0cgkZiX4,Top 10 Udemy Courses for Data Analysts,2020-10-22T15:14:21Z,191071,5139,304,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Udemy Courses', 'Udemy courses for data analyst', 'Udemy courses for Data Scientist', 'Udemy courses for data', 'Data analyst courses', 'Data scientist courses', 'Udemy courses for SQL', 'Udemy courses for excel', 'Udemy courses for free', 'Udemy courses for data analysis', 'Udemy courses for Python']",657
aJ9Q10v8Nrc,Data Analyst Certifications | Are They Worth It? | Alex The Analyst Show | Episode 7,2020-10-20T14:08:32Z,179918,6198,984,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Certifications', 'Data Analyst Certification', 'Alex The Analyst', 'Certifications for data analysts', 'Data Science Certifications', 'Certifications for Data Scientists', 'Microsoft Certification', 'Tableau Certification', 'AWS Certification', 'Azure Certification', 'Coursera Certification', 'Data Scientist Certification', 'Udemy Certification', 'Tableau Certifications', 'Data Analyst Certifications']",1997
C2ik_qR5GOU,Working at a Startup vs Fortune 500 Company | Alex The Analyst Show | Episode 6,2020-10-15T15:33:32Z,4831,178,74,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'working at a startup', 'Data analyst at startup', 'data analyst fortune 500', 'startup vs big company', 'startup vs fortune 500 company', 'small vs big company', 'working at a small vs big company', 'working at a fortune 500 company']",1762
mLUzFXPPa4I,Top 10 Coursera Courses for Data Analysts,2020-10-13T14:40:18Z,113893,4874,288,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Coursera', 'Coursera Courses', 'Coursera Courses for Data Analysts', 'Coursera Courses for Data Scientists', 'Coursera courses for data analysis', 'Coursera courses for data science', 'Best Data analyst courses', 'Best data science courses', 'best online courses for data analysts', 'best online courses for data scientists', 'data analyst coursera', 'data scientist coursera', 'coursera for data science']",633
XmFhpoS6Etk,Imposter Syndrome in Tech | Alex The Analyst Show | Episode 5,2020-10-08T14:26:27Z,7569,374,176,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Imposter Syndrome', 'Imposter Syndrome in Tech', 'feeling like an imposter at work', 'Data Analyst Imposter Syndrome', 'Data Science Imposter Syndrome', 'Data Scientist Imposter Syndrome']",1556
1xT68oeQTd0,Data Analyst Expectations vs Reality,2020-10-06T14:52:33Z,75942,2797,187,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Expectation vs reality', 'Expectation vs reality Data Analyst', 'Data Analyst reality', 'Data Analyst Expectations', 'Data Analyst expectation vs reality', 'Data Scientist expectation vs reality', 'Data Scientist reality', 'data analyst expectations vs reality', 'Data scientist expectations vs reality']",236
eTsHJoMmhYQ,Covid and the Data Analyst Job Market | Alex The Analyst Show | Episode 4,2020-10-01T13:53:17Z,7356,254,161,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Covid', 'data analyst job market', 'data analyst covid', 'data analyst coronavirus', 'how covid affects tech', 'covid and the job market', 'job market for data analysts']",1566
8SolrjsGqzE,Self Taught vs Boot Camp vs Degree | Alex The Analyst Show | Episode 3,2020-09-24T15:29:17Z,45764,1522,717,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'boot camp', 'data analyst boot camp', 'data analyst bootcamp', 'bootcamp vs degree', 'self taught vs boot camp', 'self taught data analyst', 'self taught vs degree', 'degree for data analyst', 'degrees for data analyst', 'should data analysts do bootcamps', 'best degree for data analyst', 'self taught vs boot camp vs degree', 'self taught vs bootcamp vs college']",1680
SKsjWzzz4mY,Top 5 Reasons You'll Be a Good Data Analyst,2020-09-22T13:03:29Z,14846,617,82,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', ""reason you'll be a good data analyst"", 'will I be a good data analyst', 'should I become a data analyst', 'should I be an analyst', 'reasons you should become an analyst', 'reasons you should become a data analyst', 'reasons I should become a data analyst', 'Reason to become an analyst', 'Reason to become a data analyst', 'is data analtyics for me', 'is data analytics right for me']",224
Z2AachB309o,How I Changed Careers to Become a Data Analyst | Alex The Analyst Show | Episode 2,2020-09-10T13:16:00Z,417951,12164,3821,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Switching Careers to Become a Data Analyst', 'How I became a Data Analyst', 'Switch Careers to Data Analyst', 'How to Become Data Analyst from Different Job', 'Entry Level Data Analyst', 'Career Change to Data Analyst', 'how to switch careers to become a data analyst', 'changing careers to data analyst', 'data analyst career change', 'becoming a data analyst']",2454
_gP-DH0iZLw,Top 5 Reasons Data Analytics is a Good Career Choice,2020-09-08T14:15:55Z,44650,1311,73,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data analyst career', 'Data Analytics career', 'Reason why data analytics is a good career choice', 'is data analyst a good career', 'is data analytics for me', 'is data analytics a good career', 'Data Analytics job', 'Reasons why data analyst is a good career', 'Data analyst is a good career', 'is being a data analyst a good career', 'is data analyst right for me', 'is data analyst a good job']",173
-Inc1be4zSg,The Hiring Process from an Interviewer's Perspective | Alex The Analyst Show | Episode 1,2020-09-03T15:38:28Z,22102,705,84,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Hiring Process', 'Hiring Process from interviewers perspective', 'The complete Hiring process', 'what is the hiring process', 'Interviewer', 'Interviewing']",1624
CsMh7Ykmnw4,Top 5 Reasons Not to Lie on Your Resume,2020-09-01T12:29:45Z,12446,209,120,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'lying on your resume', 'reasons to lie on a resume', 'reasons not to lie on a resume', 'reasons to lie on my resume', 'should I lie on my resume', 'Should I lie on a resume', 'Data Analyst jobs', 'Data Analyst resume', 'Resumes for Data Analysts', 'Lie on resume']",237
ho2vzKPAD50,Live Data Analyst Q&A #3,2020-08-29T14:37:52Z,3077,100,43,[],3738
5MZo2RoS8Yo,Data Analyst Career Path | How to Become a Data Analyst + What to Do Next,2020-08-20T13:46:16Z,131459,4656,270,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'data analyst career path', 'career path', 'data science career path', 'path to be come data analyst', 'path to become a data analyst', 'career path for data analyst', 'Data Analyst Project', 'Data Analyst Projects', 'Data Analyst Skills']",522
M2ySRYpo9S0,Top 5 Reasons Not to Become a Data Analyst,2020-08-12T14:52:19Z,926695,19749,1050,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'reasons not to become a data analyst', 'do not become a data analyst', 'top 5 reasons not to become a data analyst', 'reasons to not become a data analyst', 'should I become a data analyst']",318
ncXgqGePvwI,Data Analyst Bootcamps | Are They Worth It?,2020-08-05T13:14:01Z,35149,581,93,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data analyst bootcamps', 'bootcamps for data analysts', 'Data science bootcamps', 'Are bootcamps worth it', 'Should I do a bootcamp', 'Should I do a data analyst bootcamp']",346
ywZXpfdqg1o,What Does a Data Analyst Actually Do?,2020-07-29T13:48:00Z,1025756,19804,501,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'what does a data analyst do', 'what do data analysts actually do', 'what do data analysts do', 'what does a data analyst actually do', 'data analyst job description', 'data analyst skills', 'data analyst qualifications', 'data analyst salary', 'data analyst overview', 'What a data analyst does', 'Data Analyst Cleaning data', 'Data Analyst visualization']",258
IqQCBytyATo,Data Analyst Question and Answer | Answering Your YouTube Questions,2020-07-22T14:35:55Z,4890,179,67,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst questions', 'Data Analyst coaching', 'Data Analyst q and a', 'Data Analyst Q&A', 'Data Analyst Question and Answer']",349
MpIi4HtCiVk,Scraping Data Off Twitter Using Python | Twitterscraper + NLP + Data Visualization,2020-07-15T14:00:20Z,55347,1389,158,"['Data Analyst', 'How to become a data analyst', 'Twitterscraper', 'scraping data from websites using python', 'Web scraping python', 'Scraping data off twitter', 'Twitter python', 'Python project for data analysts', 'Web Scraping Python', 'Data Analyst web scraping', 'Data Analyst NLP', 'Web Scraping for data analysts', 'how to scrape data from twitter using python', 'how to scrape data from twitter', 'twitterscraper', 'twitterscraper python', 'twitterscraper tutorial', 'Data Analyst data visualization']",402
G4syHs3M82E,Data Analyst vs Business Analyst | Which Is Right For You?,2020-07-03T14:17:52Z,786406,19765,586,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst Job Description', 'Data Analyst Salary', 'Data Analyst skills', 'data analyst for freshers', 'business analyst job description', 'business analyst', 'business analyst salary', 'business analyst career', 'business analyst vs data analyst', 'data analyst vs business analyst', 'business analyst for beginners', 'business analyst qualifications']",280
appOFpF2pFg,Best Free Online Courses for Data Analysts,2020-06-23T13:55:50Z,57972,2759,95,"['Data Analyst', 'Data Analytics', 'Data Analyst with no experience', 'Data Analyst Courses', 'Courses for data analysts', 'Best data analyst courses', 'best courses for data analysts', 'Data Science Courses', 'Courses for Data Scientists', 'Python courses for data analysts', 'SQL courses for data analysts', 'udemy courses for data analysts', 'best online courses for data analysts', 'free data analyst courses', 'best data analyst courses', 'best free data analyst courses', 'courses for data analysts']",299
B2SPC3Wz1R8,Best Online Courses for Data Analysts,2020-06-17T14:57:22Z,187393,9542,425,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data Analyst Courses', 'Courses for data analysts', 'Best data analyst courses', 'best courses for data analysts', 'Data Science Courses', 'Courses for Data Scientists', 'Python courses for data analysts', 'SQL courses for data analysts', 'udemy courses for data analysts', 'Coursera courses for data analysts', 'best online courses for data analysts']",525
fUpChfNN5Uo,Data Scientist vs Data Analyst | Which Is Right For You?,2020-06-10T15:49:15Z,794915,24400,861,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Scientist', 'Data scientist vs data analyst', 'data analyst vs data scientist', 'data scientist job', 'data scientist salary', 'Data scientist job description', 'Data Analyst Job Description', 'Data Analyst Salary', 'Data Analyst skills', 'data scientist career', 'Data scientist or data analyst', 'data analyst or data scientist', 'data analyst for freshers', 'data scientist for freshers']",467
Dk7he_yEs4U,Intermediate SQL Tutorial | Aliasing,2020-06-04T14:00:10Z,154611,4084,105,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data analyst with no degree', 'SQL aliasing', 'Aliasing in SQL', 'Data analyst SQL']",372
LJtFgnHGAos,Data Analyst Q&A LIVE,2020-05-31T13:54:38Z,11824,270,54,"['Data Analyst', 'Data Analyst Q&A', 'Data Analyst questions', 'Data Analyst Questions and Answers', 'Data Analyst live', 'Data Analyst live interview', 'Data Analyst Interview', 'Data Analyst Covid', 'Data Analyst Internship', 'Data Analyst coronavirus', 'Data Analyst Job', 'Data analyst career', 'Data Analyst for beginners']",3105
ziurEoqEcO4,Data Analyst Interviews | Salary Negotiation,2020-05-27T15:13:50Z,27531,859,27,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst Salary', 'Data Analyst Salary Negotation', 'Salary Negotiation', 'How to negotiate salary']",337
rLKC--8UYSw,Data Analyst Interview Questions | What To Say vs What NOT To Say,2020-05-20T14:03:02Z,78255,1874,36,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst Interview', 'data analyst interview questions and answers', 'Data Analyst Interview Questions', 'Data Analyst interview Questions for freshies', 'Data Analyst Interview Questions for Beginners', 'Data Analyst Interview Questions for beginners', 'Data Analyst Phone interview', 'Data Analyst In person interview']",469
sua7xKN0cPc,SQL Interview Questions and Answers for Beginners | Data Analyst Interview Questions,2020-05-13T15:00:26Z,134255,3432,112,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'SQL interview questions', 'SQL for data analysts', 'SQL technical questions', 'SQL technical interview questions', 'SQL interview questions and answers', 'SQL', 'SQL questions and answers', 'SQL Interview Questions', 'SQL questions for data analyst', 'SQL questions for data analysts', 'sql questions and answers for data analysts', 'SQL Interview', 'SQL Interview data analyst']",482
fweZQqB0nwQ,Data Analyst Interview Questions | Phone + In-Person Interview Questions,2020-05-06T15:20:18Z,85599,1691,62,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst Interview', 'data analyst interview questions and answers', 'Data Analyst Interview Questions', 'Data Analyst Interview Questions for Beginners', 'Data Analyst Interview Questions for beginners', 'Data Analyst Phone interview', 'Data Analyst In person interview', 'data analyst interview questions for freshers']",464
oXAwKZWfbW0,Day in the Life of a Data Analyst | Fortune 500 Edition (During Quarantine),2020-04-23T13:08:33Z,15410,521,52,"['Day in the life', 'A Day in the Life', 'Day in the life of a data analyst', 'A Day in the life of a data analyst', 'What do data analysts do', 'Data analyst', 'Fortune 500 Data Analyst', 'What do data analysts do on a daily basis', 'life of a data analyst', 'data analyst day in the life', 'data scientist day in the life', 'Quarantine Edition', 'Data Analyst Quarantine', 'Quarantine', 'Working from Home', 'data analyst quarantine', 'Working from home data analyst', 'Data Analyst work life balance']",415
bhnrIforc7s,Intermediate SQL Tutorial | Updating/Deleting Data,2020-04-16T12:58:52Z,158207,3516,143,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'SQL Update', 'SQL Delete', 'SQL Update and Delete', 'Delete SQL', 'Update SQL', 'Update and Delete in SQL', 'SQL updating', 'SQL Delete data', 'Intermediate SQL tutorial', 'Intermediate SQL']",277
tYBOMw7Ob8E,Intermediate SQL Tutorial | Having Clause,2020-04-09T16:01:02Z,191123,4871,92,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'SQL Having', 'SQL Having statement', 'SQL Having clause', 'Having SQL', 'Having tutorial', 'SQL having tutorial', 'Having tutorial sql', 'Having in SQL', 'How to use Having in SQL', 'How to use having clause in sql', 'Intermediate sql', 'Intermediate SQL tutorial']",211
Twusw__OzA8,Intermediate SQL Tutorial | Case Statement | Use Cases,2020-04-02T15:16:37Z,311786,7492,439,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'SQL case statement', 'case statement sql', 'case statement in sql', 'how to use a case statement in sql', 'how to use a case statement', 'case statement', 'case statement for sql', 'case statement tutorial', 'tutorial for case statement', 'intermediate sql', 'intermediate sql tutorial']",446
lYKkro6rKm0,Intermediate SQL Tutorial | Unions | Union Operator,2020-03-26T16:51:37Z,272216,5213,116,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'SQL Union', 'How to use a Union', 'How to use a Union in SQL', 'Union in SQL', 'Union SQL', 'intermediate sql', 'intermediate sql tutorial']",325
9URM1_2S0ho,Intermediate SQL Tutorial | Inner/Outer Joins | Use Cases,2020-03-19T15:40:58Z,561443,9364,477,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'sql tutorial', 'intermediate sql turorial', 'sql join', 'sql joins tutorial', 'sql join tutorial', 'how to do joins in sql', 'intermediate sql', 'SQL for data analyst', 'sql for data analysts', 'advanced sql', 'sql for programmers']",953
qzZU6LAtIig,Day in the Life of a Data Analyst | Fortune 500 Edition,2020-03-11T13:44:54Z,126512,2587,261,"['Day in the life', 'A Day in the Life', 'Day in the life of a data analyst', 'A Day in the life of a data analyst', 'A day in the life of a Fortune 500 Data Analyst', 'What do data analysts do', 'Data analyst', 'Data analyst job', 'Data analyst career', 'Fortune 500 Data Analyst', 'What do data analysts do on a daily basis', 'data analyst job description', 'life of a data analyst', 'data analyst day in the life', 'data scientist day in the life', 'a day in the life of a data analyst']",260
LXwfzIRD-Ds,SQL Basics Tutorial For Beginners | Group By + Order By Statements | 4/4,2020-03-03T15:06:36Z,339951,8312,236,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analytics', 'SQL Basics', 'Basics of SQL', 'SQL for Beginners', 'SQL Basics for Beginners', 'SQL for Data Analysts', 'sql tutorial', 'sql tutorial for beginnners', 'sql for data analysts', 'sql for data analyst', 'sql beginner tutorial', 'SQL Server management studio', 'SQL Server Management studio tutorial', 'SQL Group by', 'SQL Order by', 'SQL Group by tutorial', 'SQL order by tutorial']",489
A9TOuDZTPDU,SQL Basics Tutorial For Beginners | Where Statement | 3/4,2020-03-02T16:01:01Z,358267,6199,156,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analytics', 'SQL Basics', 'Basics of SQL', 'SQL for Beginners', 'SQL Basics for Beginners', 'SQL for Data Analysts', 'sql tutorial', 'sql tutorial for beginnners', 'sql for data analysts', 'sql for data analyst', 'sql beginner tutorial', 'SQL Server management studio', 'SQL Server Management studio tutorial', 'SQL Where statement', 'SQL where statement tutorial', 'SQL where']",478
PyYgERKq25I,SQL Basics Tutorial For Beginners | Select + From Statements | 2/4,2020-03-01T17:02:28Z,522673,7491,306,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analytics', 'SQL Basics', 'Basics of SQL', 'SQL for Beginners', 'SQL Basics for Beginners', 'SQL for Data Analysts', 'sql tutorial', 'sql tutorial for beginnners', 'sql for data analysts', 'sql for data analyst', 'sql beginner tutorial', 'SQL Server management studio', 'SQL Server Management studio tutorial', 'SQL select statement', 'SQL from statement', 'SQL select statement tutorial', 'SQL from statement tutorial']",374
RSlqWnP-Dy8,SQL Basics Tutorial For Beginners | Installing SQL Server Management Studio and Create Tables | 1/4,2020-03-01T00:50:38Z,1463356,18628,2060,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analytics', 'SQL Basics', 'Basics of SQL', 'SQL for Beginners', 'SQL Basics for Beginners', 'SQL for Data Analysts', 'sql tutorial', 'sql tutorial for beginnners', 'sql for data analysts', 'sql for data analyst', 'sql beginner tutorial', 'SQL Server management studio', 'SQL Server Management studio tutorial', 'SQL Create table', 'SQL Create table tutorial', 'SQL Insert into', 'SQL insert into tutorial', 'Sql basics for Data Analysts']",577
9o9loJpG-t4,Data Analyst Fact Check |  84k Average Starting Salary?? | The Career Force 2020 Data Analyst Salary,2020-02-26T15:11:22Z,26030,852,162,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst Salary', 'Data Analyst Salary 2020', 'Data Analyst Fact Check', 'Data Analyst Fact Checking', 'The Career Force', 'Data Analyst The Career Force']",454
Lacbh0VoT3g,Data Analyst Resume | Reviewing YOUR Data Analyst Resumes!,2020-02-24T16:34:51Z,26884,551,40,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst Resume', 'Complete guide to Creating a Data Analyst Resume', 'Data Analyst Resume Tips', 'Data Analyst Resume Templates', 'Data Analyst Resume Examples', 'Data Analyst Resume Guide', 'Creating a Resume', 'Resume for Data Analyst', 'Resume for Data Analysts', 'Resume to become Data Analyst', 'Resume for Data Analytics', 'Resume']",1070
oZKs2xMbXQE,Data Analyst Salary in 2020,2020-02-19T15:43:59Z,8277,157,26,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data analyst salary', 'Data analyst salary with no experience', 'Data analyst salary 2020', 'Data analyst salary in 2020', 'Data analyst Salary with no degree', 'Salary for Data Analyst', 'Salary for Data Analyst in 2020', 'Data Analyst Salary America', 'Data Analyst Salary USA', 'Data Analyst salary in usa']",224
N8f7NtDpbxA,Working With a Recruiter to Land Your First Job as a Data Analyst | LinkedIn Recruiters,2020-02-14T18:03:34Z,15053,639,39,"['Data Analyst', 'How to become a data analyst', 'Data Analyst Jobs', 'Data Analyst Job', 'Working with a Recruiter', 'Working with a LinkedIn Recruiter', 'Using Recruiter to get Job', 'How to work with a recruiter', 'Data Analyst Recruiter', 'Data Analyst Skills', 'Linkedin Recruiter']",360
wcKzdRVsMOw,Switching Careers to Become a Data Analyst | How I Made the Switch,2020-02-11T15:03:18Z,50452,1812,251,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Switching Careers to Become a Data Analyst', 'Becoming a Data Analyst with No Experience', 'How I became a Data Analyst', 'Switch Careers to Data Analyst', 'Data Analyst from different Career', 'How to Become Data Analyst from Different Job', 'Entry Level Data Analyst', 'Junior Data Analyst Jobs', 'Career Change to Data Analyst']",251
Ns-8Jsa3mEM,Data Analyst Resume | Complete Guide To Creating A Data Analyst Resume | Tips + Templates + Examples,2020-02-06T16:00:52Z,125627,3585,104,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst Resume', 'Complete guide to Creating a Data Analyst Resume', 'Data Analyst Resume Tips', 'Data Analyst Resume Templates', 'Data Analyst Resume Examples', 'Data Analyst Resume Guide', 'Creating a Resume', 'Resume for Data Analyst', 'Resume for Data Analysts', 'Resume to become Data Analyst', 'Resume for Data Analytics', 'Resume']",678
4rfr6A3lO-Y,Data Analyst Resume | Reviewing My Resume! | Fortune 500 Data Analyst,2020-01-30T14:07:55Z,80234,1744,63,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst Resume', 'My Data Analyst Resume', 'Fortune 500 Data Analyst Resume', 'Resume', 'Business Analyst Resume', 'Data Science Resume', 'Data Analyst for Beginners', 'Data Analyst for Beginners Resume']",453
OTq2NRy_AGs,Working at a Big Company Vs Small Company | Told by a Fortune 500 Data Analyst,2020-01-25T16:38:39Z,15902,422,23,"['Data Analyst', 'How to become a Data Analyst', 'Big vs Small', 'Large vs small', 'Big vs small company', 'Working at a big company vs small company', 'Working at a big company', 'Working at a small company', 'Data Science', 'Data Scientist', 'business analyst', 'Big company salary', 'Small company salary', 'Corporate at big company', 'Corporate at small company', 'coworkers at small company', 'coworkers at big company']",350
ya28cb3zFGE,Data Analyst Salary | 100k with No Experience,2020-01-23T03:16:09Z,66189,2235,229,"['Data Analyst Salary', 'Data analyst with no experience', 'how to become a data analyst', 'Data analyst', 'Data Analyst fortune 500', 'Data Analyst how to', 'Data analyst beginner', 'Data Analyst Salary | 100k with No Experience', '100k with no experience', 'data science', 'data scientist', 'business analyst', 'Data analyst salary with no experience', 'data analyst salary with no degree']",303
Hsi2BG0SOiQ,Truth About Big Companies | Told by a Fortune 500 Data Analyst,2020-01-21T03:52:15Z,9654,343,20,"['Working at a big company', 'Big company data analyst', 'Data analyst', 'Data analyst at big company', 'Become a data analyst', 'Data analyst with no experience', 'how to learn to become a data analyst']",345
6lQzbk6_OTw,Top 3 Data Analyst Skills in 2020,2020-01-17T14:31:39Z,30734,1454,142,"['Top skills for data analyst', 'Top 3 skills for Data Analyst', 'How to become a data analyst', 'Data analyst', 'Data Analyst Skills', 'Top Data Analyst Skills', 'Data Analyst Skills for beginner', 'Skills to become data analyst']",160
