video_id,title,published_at,views,likes,comments,tags,duration_seconds
yDG5KiiOZcQ,How To Become A Data Analyst In 2022,2022-01-04T11:30:11Z,498244,21943,635,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'how to become a data analyst in 2022', 'how to become a data analyst', 'data analyst guide', 'data analyst tutorials', 'become a data analyst', 'how to get into data analytics', 'how to get an analytics job', 'analytics job', 'getting a data analyst job', 'data analytics job', 'life as a data analyst']",780
Z7hPEwCzk2s,XLOOKUP in Excel | Excel Tutorials for Beginners,2021-12-28T11:30:06Z,284950,5901,237,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'excel tutorials', 'excel for data analysis', 'excel for data analysts', 'how to use excel', 'excel for data science', 'excel tutorials for beginners', 'excel for beginners', 'xlookup', 'xlookup in excel', 'how to use xlookup', 'how to use xlookup in excel', 'xlookup tutorial']",1127
XRPyj7cKVsQ,Formulas in Excel | Excel Tutorials for Beginners,2021-12-21T11:30:07Z,464439,9726,490,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'excel tutorials', 'excel for data analysis', 'excel for data analysts', 'how to use excel', 'excel for data science', 'excel tutorials for beginners', 'excel for beginners', 'formulas', 'formulas in excel', 'excel formulas', 'excel formulas for beginners']",2034
lH7HfwUFnYA,Pivot Tables in Excel | Excel Tutorials for Beginners,2021-12-14T11:30:07Z,923459,18516,453,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'excel tutorials', 'excel for data analysis', 'excel for data analysts', 'how to use excel', 'excel for data science', 'excel tutorials for beginners', 'pivot tables in excel', 'excel for beginners', 'how to use a pivot table', 'how to use a pivot table in excel', 'pivot table excel']",1055
zOR0-nygfDE,Full Beginner Project in Tableau | Tableau Tutorials for Beginners,2021-12-07T11:30:11Z,333493,6440,485,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'tableau tutorial', 'tableau tutorials', 'tableau tutorial for beginners', 'tableau tutorials for beginner', 'tableau tutorials for data analysts', 'tableau tutorials for data scientists', 'tableau basic', 'tableau basics', 'tableau projects', 'Tableau joins', 'joins in tableau', 'Tableau project', 'tableau portfolio project', 'projects in tableau', 'project for tableau']",2658
A4SVUF-fTwc,How to use Joins in Tableau | Tableau Tutorials for Beginners,2021-11-23T11:30:02Z,165740,4307,72,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'tableau tutorial', 'tableau tutorials', 'tableau tutorial for beginners', 'tableau tutorials for beginner', 'tableau tutorials for data analysts', 'tableau tutorials for data scientists', 'tableau basic', 'tableau basics', 'tableau projects', 'Tableau joins', 'joins in tableau']",869
FnTunxd8tAM,Top 5 Major Red Flags in Job Descriptions,2021-11-18T11:30:08Z,18425,956,71,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'red flags', 'red flags in jobs', 'major red flags', 'red flags in data analyst jobs', 'red flags in data science jobs', 'big red flags', 'red flags in job interviews']",421
-_z_aphWSEo,Truth About My Job (Song) - As a Data Analyst,2021-11-08T11:30:01Z,11115,895,105,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'truth about my job song', 'truth song', 'truth about data analytics', 'reality of data analytics', 'reality of data science', 'data science song', 'data science songs', 'song about data', 'data song', 'songs about data science', 'truth about data analyst job', 'truth about data science song']",198
pL0jEjeM5hI,How to Grow Your Analytics Career | Alteryx Webinar Oct 2021 | Tips to Break Into Analytics,2021-10-26T10:00:23Z,11392,341,34,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'alteryx', 'webinar', 'alteryx webinar', 'how to become a data analyst', 'breaking into the data analyst field', 'data analytics', 'alteryx data analyst']",1220
eg_5EAUXs5o,Choosing a Domain to Make More Money,2021-10-19T10:00:16Z,20551,983,77,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'domain knowledge', 'data science domain', 'data analyst domain', 'is domain knowledge important', 'domain knowledge to make more money', 'domain vs technical skills', 'choosing a domain', 'how to choose a domain']",521
ebjDwX8sUMk,How to Create Visualizations in Tableau | Tableau Tutorials for Beginners,2021-10-05T11:30:14Z,206492,4532,211,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'tableau tutorial', 'tableau tutorials', 'tableau tutorial for beginners', 'tableau tutorials for beginner', 'tableau tutorials for data analysts', 'tableau tutorials for data scientists', 'tableau basic', 'tableau basics', 'tableau projects']",845
f6qxxtWkaUg,How to use Calculated Fields and Bins in Tableau | Tableau Tutorials for Beginners,2021-09-28T11:30:07Z,266536,5549,98,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'tableau tutorial', 'tableau tutorials', 'tableau tutorial for beginners', 'tableau tutorials for beginner', 'tableau tutorials for data analysts', 'tableau tutorials for data scientists', 'tableau basic', 'tableau basics', 'tableau projects']",385
6xv1KvCMF1Q,How to Install Tableau and Create First Visualization | Tableau Tutorials for Beginners,2021-09-21T11:30:01Z,852156,18947,442,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'tableau tutorial', 'tableau tutorials', 'tableau tutorial for beginners', 'tableau tutorials for beginner', 'tableau tutorials for data analysts', 'tableau tutorials for data scientists', 'tableau basic', 'tableau basics', 'tableau projects']",1024
465x3JmMJYU,How NOT to Become a Data Analyst (Funny?),2021-09-07T11:30:01Z,17477,710,114,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'how not to become a data analyst', 'how to become a data analyst', 'becoming a data analyst', 'how to be a data analyst', 'Data analyst for beginners', 'how to get a data analyst job']",291
Ns1ZpTxQnUE,100k Subscriber Play Button Unboxing,2021-08-31T11:30:04Z,2680,238,96,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', '100k subscriber', 'silver play button', '100k subscriber play button unboxing', 'silver play button unboxing', '100k subs alex the analyst', 'alex the analyst 100k']",396
HiOtQMcI5wg,Amazon Web Scraping Using Python | Data Analyst Portfolio Project,2021-08-24T11:30:01Z,304764,6736,692,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst portfolio projects', 'python web scraping', 'scraping data from amazon', 'web scraping with python', 'web scraping with beautifulsoup', 'web scraping data analysis', 'scraping data using beautifulsoup and requests', 'data analyst project']",2834
CUa30M_FPhk,Interviewing with PwC for a Senior Data Analyst Position,2021-08-17T11:30:01Z,98994,2616,157,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'interviewing at pwc', 'pwc interview', 'pwc', 'how to pass an interview at pwc', 'what is interviewing like at pwc', 'interview at pwc', 'pwc interviewing']",1389
DKrSgSy6F1o,100k Livestream | Announcing Giveaway Winners | Trimming Mustache | Answering Questions,2021-08-13T14:38:59Z,4748,191,26,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', '100k livestream', 'alex the analyst 100k']",3728
_zxPx1PQCqI,I Am No Longer a Data Analyst | Turning Down PwC | New Job,2021-08-11T11:30:05Z,143316,4395,481,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'new job', 'data analyst promotion', 'data analyst career path', 'working at pwc', 'pwc data analyst', 'data analyst pwc']",959
UGF49YZZRNc,When To Start Applying To Your First Data Analyst Job,2021-07-21T11:30:04Z,91708,4779,244,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'when to start applying', 'first data analyst job', 'When to apply for a data analyst job', 'when to apply for a data analyst position', 'When To Start Applying To Your First Data Analyst Job', 'When to start applying for a data job', 'data analyst job', 'data analyst applying', 'applying for a data analyst job']",251
aLp-6C-p-T0,Why You Need to Stop Taking Courses (From an Ex-Course Addict),2021-07-13T11:30:00Z,130907,5628,362,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst courses', 'data science courses', 'data scientist courses', 'stop taking courses', 'why you should stop taking courses', 'are courses bad']",211
ocdwh0KYeUs,How to Create a Portfolio Website for FREE,2021-06-29T11:30:13Z,721690,15902,819,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Data Analyst portfolio', 'Data Analyst Portfolio website', 'Data science portfolio website', 'data science portfolio project', 'data science portfolio', 'how to create a portfolio', 'how to create a portfolio website', 'how to create a data analyst portfolio', 'how to create a data science portfolio', 'portfolio website', 'data analyst portfolio website free', 'how to create a free website']",2129
iPYVYBtUTyE,Data Analyst Portfolio Project | Correlation in Python | Project 4/4,2021-06-22T11:30:05Z,196283,3383,521,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'portfolio project', 'data analyst portfolio project', 'analyst portfolio project', 'data scientist portfolio project', 'python portfolio project', 'pandas portfolio project', 'python', 'python programming project', 'python project', 'data analyst python', 'data analyst python project']",3645
dMHWOhgzUhU,How To Get a Data Analyst Job (with No Experience),2021-06-08T11:30:12Z,487231,20868,608,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'how to become a data analyst', 'data analyst with no experience', 'how to become a data analyst with no experience', 'becoming a data analyst with no experience', 'data analyst no experience', 'how to become a data analyst in 2021']",457
A-LkxegXFX8,My Wife Answers Subscribers Questions About Me | Alex The Analyst Show | Episode 19,2021-06-03T11:30:01Z,6420,244,108,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Alex The Analyst wife']",1585
RJw-GSXXguA,Favorite Tableau and Power BI Courses on Udemy,2021-06-01T11:30:03Z,33882,880,86,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Udemy courses', 'data analyst courses', 'tableau courses', 'power bi courses', 'Tableau vs power bi', 'best courses for data analysts']",623
8rO7ztF4NtU,Data Analyst Portfolio Project | Data Cleaning in SQL | Project 3/4,2021-05-25T11:30:01Z,447978,8365,883,"['Alex The Analyst', 'Data Analyst portfolio project', 'Data Analyst Portfolio Projects', 'Projects for data analysts', 'data analyst tableau', 'Data Analyst project', 'Data cleaning in sql', 'sql for data cleaning', 'how to clean data in sql', 'how to clean data', 'how to clean data in sql server', 'Data cleaning', 'Data Analyst data cleaning', 'data cleaning for data analysts', 'data cleaning for data analysis', 'sql portfolio project', 'sql project']",3284
QILNlRvJlfQ,Data Analyst Portfolio Project | Tableau Visualization | Project 2/4,2021-05-18T11:30:04Z,405202,6319,470,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Data Analyst portfolio project', 'Data Analyst Portfolio Projects', 'Projects for data analysts', 'Data Analyst Tableau project', 'Data Analyst data visualizaion', 'data analyst tableau', 'tableau for data analysis', 'tableau project', 'data analyst portfolio', 'how to create a data analyst portfolio']",3137
SVv0WwPzaUg,Asking My Family What I Do For a Living,2021-05-11T11:00:08Z,3776,195,55,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'what does a data analyst do', 'how much money does a data analyst make', 'data analyst salary', 'data analyst family', 'data analyst questions', 'alex the analyst family', 'alex the analyst salary', 'Data Analyst funny']",757
qfyynHBFOsM,Data Analyst Portfolio Project | SQL Data Exploration | Project 1/4,2021-05-04T11:00:31Z,2131302,36488,4342,"['Alex The Analyst', 'data analyst project', 'data analyst portfolio', 'data analyst portfolio project', 'data analyst projects for beginners', 'data analyst projects for resume', 'data analyst sql project', 'data analyst github', 'data analyst tableau project', 'Portfolio project for data analyst', 'data exploration project', 'projects for data analysts', 'project for data analyst', 'data analyst projects', 'sql portfolio project', 'sql project', 'data analyst sql', 'sql project for data analyst']",4629
m1KcNV-Zhmc,Advanced SQL Tutorial | Subqueries,2021-04-20T11:00:32Z,424335,9069,243,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'subqueries', 'sql subquery', 'sql subqueries', 'subqueries in sql', 'subquery in sql', 'advanced sql']",517
IZRe0nwkuXc,Data Analyst Q/A #6 | Why Am I Not a Data Scientist?,2021-04-15T11:00:06Z,22389,817,147,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst questions', 'data analyst questions and answers', 'data analyst Q and A', 'data analyst Q/A', 'Data Analyst AMA', 'Questions for Data Analyst']",1145
9RRQtNnq3s0,Google vs IBM Data Analytics Certificates | Which is Better?,2021-04-13T11:00:04Z,363220,12337,627,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'ibm data analyst', 'ibm data analytics', 'ibm data science', 'google data analyst', 'google data analytics', 'google professional certificate', 'ibm professional certificate', 'google vs ibm certificate', 'coursera google cert', 'coursera ibm cert', 'google vs ibm data analyst', 'google vs ibm data analytics certificate', 'ibm vs google certification', 'google vs ibm certification', 'google data analyst certification']",358
qewHAdfzLOw,Data Analyst Reacts: How to Go From Data Analyst to Data Scientist,2021-04-06T11:00:12Z,28194,960,85,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'reaction video', 'reacting to ken jee video', 'data analyst to data scientist', 'going from data analyst to data scientist', 'how to become a data scientist', 'ken jee', 'ken jee video', 'data science', 'vlog', 'data scientist', 'data science 2020', 'how to go from data analyst to data scientist', 'data analyst', 'data science career', 'data analyst vs data scientist', 'data science career path', 'data analyst jobs']",748
bHssBHfHWmU,Laptops for Data Analysts |  Specifications + Recommendations,2021-03-30T11:00:18Z,200498,4256,329,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst laptop', 'data science laptop', 'data analysis laptop', 'data scientist laptop', 'laptop for data analyst', 'laptop for data analysts', 'laptop for data scientists', 'laptops for data analysis', 'laptops for data science', 'best laptops for data analysis', 'best laptops for data analysts', 'best laptops for data science', 'best laptops for data scientists', 'best laptop', 'laptops for python']",930
A4OVjWeVb10,Best Machine Learning Courses on Coursera,2021-03-23T11:00:02Z,62663,1844,83,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'machine learning', 'coursera machine learning', 'machine learning coursera', 'machine learning courses', 'best machine learning courses', 'best machine learning courses on coursera', 'coursera best machine learning courses', 'coursera best machine learning', 'best ml courses', 'ml courses']",399
SIseim20_Dc,Will Data Analysts Be Automated? | Alex The Analyst | Episode 18,2021-03-18T11:00:08Z,16449,480,117,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Will Data Analysts', 'will data analysts be automated', 'data analyst automation', 'automation in data analysis', 'automation of data analysts', 'data analysis automation', 'will data analysis be automated']",1687
NrBJmtD0kEw,Advanced SQL Tutorial | Stored Procedures + Use Cases,2021-03-16T11:00:07Z,481017,8248,202,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'stored procedures', 'sql stored procedures', 'stored procedures sql', 'how to use a stored procedure', 'what is a stored procedure', 'stored proc sql', 'stored proc', 'sql stored proc']",375
wnapnTAMj68,Google Data Analytics Professional Certificate | It's Finally Here!,2021-03-12T12:00:17Z,369919,11205,1168,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'google data analyst', 'google data analyst certificate', 'google data analyst certification', 'google data', 'data analyst google', 'google certification', 'google certificate', 'google certificate data', 'google certificate data analyst', 'google certification programs', 'google data analyst course', 'google data analytics certification', 'google data analytics certificate', 'google data analytics course']",874
duMcYRtQITA,Google Data Analytics Certificate | Coming Out Soon!,2021-03-04T12:15:01Z,51795,2357,315,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'google data analyst', 'google data analyst certificate', 'google data analyst certification', 'google data', 'data analyst google', 'google certification', 'google certificate', 'google certificate data', 'google certificate data analyst', 'google certification programs', 'google data analyst course', 'google data analytics certification', 'google data analytics certificate', 'google data analytics course']",464
QG1fo7LFesA,Reviewing Your Data Analyst Resumes | Part 2,2021-03-02T12:00:08Z,24815,585,77,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'How to become a data analyst', 'data analyst resume', 'data analyst resume tips', 'how to create a data analyst resume', 'data science resume', 'data science resume tips', 'data analyst resumes', 'resume', 'resume for data analyst']",2436
pYRG5X7110M,Best Course to Learn Statistics for Data Analysis,2021-02-25T12:00:13Z,124841,3044,92,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'statistics course', 'data analysis statistics', 'do I need to know statistics', 'statistics for data science', 'statistics for data analysis', 'statistics', 'statistics for data analytics', 'statistics course for data', 'best statistics course']",372
NViKsiGP4TY,DataQuest Review | Is it Worth it?,2021-02-23T12:00:19Z,25450,431,45,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'dataquest', 'dataquest review', 'dataquest vs datacamp', 'data quest 2021', 'dataquest 2020', 'dataquest review 2020', 'dataquest review 2021', 'dataquest for free', 'dataquest for python', 'dataquest for data analysis']",1040
1gdKC5O0Pwc,R vs Python | Which is Better for Data Analysis?,2021-02-16T12:00:00Z,237131,5220,410,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'r vs python', 'python vs r', 'r for data analysis', 'r for data science', 'python for data analysis', 'python for data science']",711
GQj6_6V_jVA,Advanced SQL Tutorial | String Functions + Use Cases,2021-02-04T12:00:04Z,187652,4605,156,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'string functions', 'sql string functions', 'string functions in SQL']",829
RF0LE3hYFrI,Advanced SQL Tutorial | Temp Tables,2021-02-02T12:00:13Z,269941,5842,146,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'temp tables', 'temp tables sql', 'temporary tables sql', 'sql temp', 'sql temp tables', 'how to use temp tables', 'how to use temp tables in sql']",619
8o-O6pR6yAE,IBM Data Analyst Certificate Study Session,2021-01-30T15:33:41Z,5293,173,22,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'ibm data analyst certificate', 'coursera ibm data analyst', 'coursera']",4910
eFDbE5Yunj0,IBM Data Analyst Professional Certificate by Coursera | Is it Worth it?,2021-01-26T12:00:22Z,133559,3287,307,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'ibm data analyst', 'icm data analyst coursera', 'ibm data analyst certificate', 'ibm data analyst professional certificate', 'ibm certificate', 'ibm data science', 'ibm data science professional certificate', 'ibm data science certificate', 'coursera courses', 'is the ibm data analyst certificate worth it', 'ibm data analyst certificate review', 'ibm data science certificate review', 'ibm data analyst review']",446
D9bNctNnAig,DataCamp Review | Is it Worth it?,2021-01-21T12:00:03Z,202655,4157,271,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Datacamp', 'Datacamp review', 'is data camp worth it', 'datacamp for r', 'datacamp for python', 'datacamp for sql', 'datacamp for data analysts', 'data camp for data scientists', 'datacamp for data scientists', 'datacamp for beginners', 'datacamp python for beginners']",975
VsztBAEtC7c,Best Python Course for Data Analysts,2021-01-19T12:00:09Z,55943,1382,119,"['Data Analyst', 'Data Analytics', 'Alex The Analyst', 'Best Python Course for Data Analysts', 'best python course', 'best data analyst course', 'best data science course', 'best data analyst courses', 'best data science courses', 'best courses for data analysts', 'best courses for data scientists', 'courses for python', 'Udemy courses for data science', 'udemy courses for data analysts', 'python course on pandas', 'python course on numpy', 'python course on machine learning', 'Python course']",518
T3KMZoXrVTQ,Top 5 Data Analyst Skills,2021-01-12T12:00:07Z,34737,1401,172,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'alex the analyst', 'best data analyst skills', 'top data analyst skills', 'data analyst skills', 'top 5 data analyst skills', 'skill for data analysts', 'skills for data analysts', 'data analyst skill set', 'data analyst skills in 2021', 'best data analyst skills in 2021', 'data analyst skills required', 'data analyst skills needed', 'skills needed to become a data analyst', 'skills to become data analyst']",351
tJaDicmRW7s,Best Industries for Data Analysts in 2021 | Alex The Analyst Show | Episode 17,2021-01-07T12:00:28Z,15447,496,146,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'data analyst industries', 'data science industries', 'best data analyst industries', 'best data science industries', 'data industries', 'best data industries']",1665
hfRcaRw_atI,Top 5 Data Analyst Interview Mistakes,2021-01-05T12:00:10Z,103488,2540,73,"['Data Analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex The Analyst', 'Data Analyst Interview', 'Data Analyst Interviews', 'Data Analyst Interview Mistakes', 'top interview mistakes', 'Interview Mistakes', 'Data Analyst interview questions', 'data analyst interview preparation']",328
aPDOGxrONy0,2020 Year End Review + Upcoming Giveaway Details,2020-12-31T12:00:01Z,1582,140,101,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Alex the analyst', 'year end review', '2020 year end review', 'Alex The Analyst Giveaway']",217
w25ZjL0OqT4,Data Analyst Resume | Everything You Need to Know | Alex The Analyst Show | Episode 16,2020-12-24T12:00:19Z,42143,1205,137,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'data analyst resume', 'data analyst resume tips', 'how to create a data analyst resume', 'data science resume', 'data science resume tips', 'data analyst resumes']",3086
EWPeAXrF3zg,Solving Medium Level SQL LeetCode Questions | Part 2/3,2020-12-22T12:00:04Z,11922,249,33,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Leetcode for data analysts', 'Leetcode for data analyst', 'Leetcode for Data Scientist', 'LeetCode for Data Science', 'Leetcode for interviews', 'Leetcode for interview prep', 'SQL Leetcode', 'Leetcode for SQL', 'Database leetcode questions', 'SQL Leetcode questions', 'SQL Leetcode problems', 'Solving Leetcode problems', 'Solving leetcode questions sql', 'leetcode medium', 'medium level leetcode']",1286
ru0Xdvxd37Q,Entry vs Mid vs Senior Level Data Analyst | Alex The Analyst Show | Episode 15,2020-12-17T12:00:12Z,47330,1555,211,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'entry level vs senior level', 'entry level data analyst vs mid level data analyst', 'entry vs mid level', 'entry level data analyst', 'entry vs mid vs senior level', 'entry vs mid vs senior level data analyst', 'mid level data analyst', 'senior level data analyst', 'junior vs mid vs senior analyst', 'junior vs mid vs senior level data analyst', 'levels of being a data analyst']",1600
BAVPAYWAoC4,Data Engineer vs Data Analyst | Which Is Right For You?,2020-12-15T12:00:08Z,86782,2821,147,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'data engineer', 'data engineer job description', 'data engineer salary', 'data engineer skills', 'data engineer vs data analyst', 'data analyst vs data engineer', 'data analyst salary', 'data analyst job description', 'data analyst skills', 'data engineer vs', 'data analyst vs']",399
whgwEwA5SHU,How to Find Out Your Coworkers Salary | Alex The Analyst Show | Episode 14,2020-12-10T12:00:30Z,3087,96,54,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'how to find out your coworkers salary', 'coworkers salary', 'why you should tell your coworkers your salary', 'find out coworkers salary', 'how much do your peers make', 'peers salary']",1571
K1WeoKxLZ5o,Advanced SQL Tutorial | CTE (Common Table Expression),2020-12-08T12:00:05Z,387250,6109,192,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'SQL Tutorial', 'Advanced SQL Tutorial', 'CTE SQL', 'CTE SQL Server', 'CTE Tutorial', 'How to use a CTE', 'How to use a CTE in SQL', 'CTE in SQL', 'What is a CTE']",224
0HRgbb1PcDQ,"Data Analyst Salary (Expectations, Bonuses, 401K, ESPP) | Alex The Analyst Show | Episode 13",2020-12-03T12:00:00Z,23242,739,189,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst Salary', 'How much does a data analyst make', 'Salary for data analyst', 'Salary for data scientist', 'data science salary', 'data scientist salary']",1628
D6XNlTfglW4,Intermediate SQL Tutorial | Partition By,2020-12-01T12:04:43Z,303045,6841,205,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Partition by', 'Partition by sql', 'SQL Partitions', 'SQL Partition by', 'Partitions sql']",254
MQ5UUNjWgug,Data Analyst Q/A LIVE #5 | AMA,2020-11-28T17:07:30Z,4896,131,18,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'data analyst ama', 'data analyst q/a', 'questions for data analyst', 'questions for data analysis', 'data analyst job', 'data analyst position', 'data analyst day in the life', 'data science', 'data scientist', 'data analyst projects']",5371
JikLVP9DkPs,Completely REALISTIC Jobs on LinkedIn | Alex The Analyst Show | Episode 12,2020-11-25T11:00:05Z,24838,883,162,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'realistic jobs on linkedin', 'data analyst jobs', 'data analyst career', 'data analyst jobs on linkedin', 'data science jobs', 'data scientist jobs', 'data analytics jobs']",1603
yzqpYs7dIqY,Completely Unrealistic Jobs on LinkedIn | Alex The Analyst Show | Episode 11,2020-11-19T15:00:26Z,14636,571,207,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'bad jobs on linkedin', 'data analyst jobs on linkedin', 'Unrealistic jobs on linkedin', '5 years experience for entry level job', 'Crazy jobs on linkedin']",1329
7uH7_DThtX0,Top 3 Tips on Using LinkedIn to Land a Job,2020-11-17T14:11:52Z,336921,11968,247,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Linkedin for jobs', 'How to use linkedin to find a job', 'Linkedin for data analysts', 'best way to use linkedin to land a job', 'Finding a job through linkedin', 'how to use linkedin to land a job', 'Linkedin for job seekers', 'Linkedin for job hunting', 'best way to use linkedin to find a job', 'finding a job on linkedin', 'using linkedin to land a job', 'data science jobs', 'data analyst jobs']",410
GGLF2jLo8J4,What is No Code Analytics? | Alex The Analyst Show | Episode 10,2020-11-12T12:34:08Z,3916,122,81,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'No Code Analytics', 'Alex The Analyst', 'what is no code analytics', 'Bubble', 'No code analytics for data analyst', 'No code', 'No code platform', 'Should I learn no code analytics']",1355
